fecha,expediente,razon_social,area_m2,numero_pisos,nivel_riesgo,vigencia,giro_alquiler,giro_bar,giro_botica,giro_cafeteria,giro_comercio,giro_deportivo,giro_distribuidora,giro_educacion,giro_elaboracion,giro_evento,giro_farmacia,giro_ferreteria,giro_gimnasio,giro_hospedaje,giro_hotel,giro_industrial,giro_licoreria,giro_mineria,giro_panaderia,giro_poligono,giro_quimicos,giro_restaurante,giro_salud,giro_servicios,giro_transporte,horario_atencion_24 horas,horario_atencion_horario especial,horario_atencion_mañana,horario_atencion_noche,horario_atencion_tarde,nivel_riesgo_encoded
26/05/2023,008060-2023-01,PROYECTO ELIM,50,2,alto,14/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
30/05/2023,008162-2023-01,MINIMARKET LA FUENTE,85,1,medio,12/06/2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
30/05/2023,008214-2023-01,QUIMICOS ALCA S.A.C.,106,2,muy alto,01/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2
30/05/2023,008240-2023-01,RESTAURANTE BAR CARTAGENA II,34,1,medio,06/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
05/06/2023,008423-2023-01,CAFETERIA EXPO UCUMARI,22,1,medio,12/06/2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
06/06/2023,008546-2023-01,"PANADERIA, PASTELERIA FLOR DEL MILAGRO",26,1,medio,19/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
06/06/2023,008567-2023-01,EL MANGO LICORERIA,20,1,medio,12/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
08/06/2023,007649-2023-01,BOTICA G & B FARMA,28,1,medio,01/06/2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
09/06/2023,008406-2023-01,DISTRIBUIDORA DE ALIMENTOS DEL VALLE S.A.C.,27,2,muy alto,22/06/2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
09/06/2023,008823-2023-01,RESTAURANTE BRISSA,157,2,medio,22/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
12/06/2023,008892-2023-01,POLIGONO DE TIRO CECAEC,23,1,medio,21/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1
14/06/2023,009040-2023-01,ROYAL CLASS-HOTEL CONVENCIONES & EVENTOS,88,3,muy alto,22/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
14/06/2023,009044-2023-01,GREEN MOUNTAIN,74,2,alto,21/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
15/06/2023,009124-2023-01,TRANSPORTE LOGISTICO THE KING SAC,122,2,medio,22/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1
16/06/2023,009182-2023-01,SAN MARCOS FURMWORK PERU S.A.C.,20,1,medio,06/07/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
20/06/2023,009382-2023-01,RESTAURANTE FONSECA,20,1,medio,28/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
21/06/2023,007133-2023-01,I.E.P. CARMELITAS,213,3,muy alto,06/07/2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
21/06/2023,009443-2023-01,CAEBON ANTRACITA LAJON NEGRO PERU S.A.C.,110,2,muy alto,27/06/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
22/06/2023,009550-2023-01,COMERCIO MINIMARKET MASS,40,1,medio,12/07/2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
23/06/2023,009599-2023-01,RESTAURANTE Y EVENTOS TIMBALERO,78,1,muy alto,27/06/2025,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
23/06/2023,009604-2023-01,RESTAURANTE Y EVENTOS TABACO MARINO,100,1,muy alto,26/06/2025,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
23/06/2023,009615-2023-01,VARCALAB,78,2,alto,12/07/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
23/06/2023,009636-2023-01,RESTAURANTE EL POINT DE JULITO,28,1,medio,00/01/1900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
26/06/2023,009671-2023-01,RD RENTAL S.A.C.,66,2,alto,13/07/2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
27/06/2023,009796-2023-01,I.E.P. SAN MATEO,87,2,alto,25/07/2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
27/06/2023,009797-2023-01,ELAB. PIENSOS AVIGEN,73,2,muy alto,12/07/2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
